"","GovUnit","County (1) or Municipality (2)","Population","RecyclingEnforcePersonnel","TipFee","PAYT/SMART","PropertyTax","PerHouseCharge","HHServedTrash","HHServedRecycling","HHServedYard","RecyclingServiceType","TrashServiceType","FoodServiceType","YardWasteServiceType","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","State","PopulationDensity","Households","MedIncome","AvgIncome","PctLessHS","PctHS","PctBachelororMore","Gini"
"123","DOBSON","2","1462","No","No","No","Yes","No",NA,NA,NA,"Curbside","Curbside","None","None","Yes",NA,"No",NA,NA,NA,NA,NA,"NC",719.950682769402,594,46957,63492,13.9,62.8,23.4,0.4934
"124","DORTCHES","2","1083","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",133.889312154739,351,63942,88717,10.1,65,24.9,0.4407
"125","DOVER","2","348","No","No","No","Yes","Yes","220",NA,NA,"None",NA,"None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",362.679792489647,130,40000,45248,29.3,58.7,12.1,0.3672
"126","DREXEL","2","1756","No","No","No","Yes","Yes","939","939","939","Dropoff","Curbside","None","Curbside","Yes",NA,"No",889,24.1,NA,NA,2.36,"NC",1270.91080207794,744,57609,61848,11,69,20.1,0.3671
"127","DUBLIN","2","265","No","No","No","No","Yes","241",NA,NA,"None","Curbside","None","Curbside","Yes",NA,"No",NA,NA,0,8.22,0,"NC",608.971534968001,136,40375,57851,2.3,90.5,7.3,0.4414
"128","DUCK","2","744","No","No","No","No","No","2272","2320",NA,"Curbside","Curbside","None","None","Yes",NA,"No",4344.65,543,NA,NA,NA,"NC",308.004820479659,289,107083,141160,3.3,37.4,59.3,0.4688
"129","DUNN","2","8463","No","No","No","No","Yes","3823","3821","3531","Curbside","Curbside","None","Curbside","Yes",NA,"No",3013.17,381.22,556.54,1173.81,-556.54,"NC",1231.94864992304,4133,34464,48570,14,66.9,19.2,0.4655
"130","DURHAM","2","284317","Yes","Yes","No","Yes","Yes","78668","78668","22656","Both","Curbside","Backyard","Curbside","Yes",NA,"No",169048.58,21165.05,13598.73,0,0,"NC",2520.74668315231,114420,61962,85619,10.3,38.5,51.2,0.4602
"131","EARL","2","199","No","No","No","Yes","No","100",NA,NA,"None","Curbside","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",231.044514611847,142,36951,48467,10.1,86.3,3.4,0.3426
"132","EAST ARCADIA","2","415","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",184.732671472442,231,42852,43152,11.6,67.6,20.8,0.3995
"133","EAST BEND","2","634","No","No","No","Yes","No","294","294",NA,"Curbside","Curbside","None","None","No",NA,"No",197.06,23,NA,NA,NA,"NC",484.51489184486,232,63750,71444,12,72.1,15.9,0.3309
"134","EAST LAURINBURG","2","233","No","No","No","Yes","Yes","336","124","336","Curbside","Curbside","None","Curbside","Yes",NA,"No",180,0,NA,NA,12.76,"NC",1212.97263718772,132,23846,35705,23.6,73.5,2.9,0.5064
"135","EAST SPENCER","2","1571","No","No","No","No","No",NA,NA,NA,"None",NA,"None","Curbside","No",NA,"No",NA,NA,NA,NA,NA,"NC",745.710438806704,641,36250,49089,13.3,75.5,11.3,0.4594
"136","EASTOVER","2","3657","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",322.825565471014,1388,55174,66782,3.8,67.5,28.7,0.4127
"137","EDEN","2","15433","Yes","No","No","Yes","Yes","6000","1800","6000","Dropoff","Curbside","None","Curbside","Yes",NA,"No",7739.75,69.68,NA,NA,4000,"NC",1086.97394904151,6474,39083,50176,17.6,66.5,15.7,0.4411
"138","EDENTON","2","4454","Yes","Yes","No","Yes","Yes","2195","2195","2195","None","Curbside","None","Curbside","Yes",NA,"No",3803.4,0,NA,NA,748.338,"NC",828.703969884282,2126,40711,51456,16,58.3,25.8,0.54
"139","ELIZABETH CITY","2","18651","Yes","No","No","No","Yes","7980","7980","7980","Curbside","Curbside","None","Curbside","Yes",NA,"No",7095.02,882.69,656.71,1967.83,0,"NC",1593.11749483669,6405,43024,60048,11.9,61.4,26.7,0.4562
"140","ELIZABETHTOWN","2","3275","No","No","No","Yes","Yes","1522","1522","1522","Curbside","Curbside","None","Curbside","Yes",NA,"No",2667.48,263.18,1020.23,0,0,"NC",646.081517221887,1495,21900,40043,22.1,49.7,28.2,0.5183
"141","ELK PARK","2","540","No","No","No","Yes","No","345",NA,NA,"None","Curbside","None","None","No",NA,"No",110,NA,NA,NA,NA,"NC",781.945715051993,237,40272,44561,14.2,76.8,9,0.4084
"142","ELKIN","2","4121","No","No","No","Yes","Yes","1380","1380","1380","Curbside","Curbside","None","Curbside","Yes",NA,"No",NA,172.33,NA,NA,NA,"NC",607.957720494333,1489,48079,65423,22.2,59.3,18.4,0.5292
"143","ELLENBORO","2","721","No","No","No","Yes","Yes","297","294",NA,"Curbside","Curbside","None","None","No",NA,"No",361.78,34.66,NA,NA,NA,"NC",569.874368681408,283,39453,48530,19.6,68.8,11.5,0.3841
"144","ELLERBE","2","860","No","No","No","Yes","Yes","442","442","442","Curbside","Curbside","None","Curbside","No",NA,"No",600,0.48,291,0,0,"NC",653.773826460615,489,32438,50499,26.9,57.6,15.5,0.4588
"145","ELM CITY","2","1216","No","Yes","No","Yes","Yes","621","606",NA,"Curbside","Curbside","None","Curbside","Yes",NA,"No",493.89,43.83,NA,NA,NA,"NC",565.442629713272,625,37721,44701,19.6,63.6,16.7,0.4099
"146","ELON","2","11359","No","No","No","No","Yes","2214","2214","2214","Curbside","Curbside","None","Curbside","Yes",NA,"No",NA,387.48,NA,NA,1050,"NC",2798.70540321616,3367,69085,83754,6.7,40.2,53,0.4294
"147","EMERALD ISLE","2","3840","Yes","No","No","Yes","Yes","6735","6735","6735","Curbside","Curbside","None","Curbside","No",NA,"No",3994.14,779.56,3358,0,0,"NC",779.971904033277,1708,84457,110890,2.7,49.1,48.2,0.4317
"148","ENFIELD","2","1856","No","No","No","No","Yes","764",NA,NA,"None","Curbside","None","Curbside","Yes",NA,"No",NA,NA,NA,NA,NA,"NC",1426.70396781211,978,21774,31637,28.7,64.9,6.3,0.4839
"149","ERWIN","2","4551","No","Yes","Yes","No","Yes","2156","2156","2156","Curbside","Curbside","None","Curbside","Yes",NA,"No",2167,106,0,1132.26,0,"NC",1079.51633291015,1776,41702,55854,15.5,73.8,10.7,0.4329
"150","EUREKA","2","213","No","No","No","No","Yes","116",NA,NA,"None","Curbside","None","None","No",NA,"No",125.54,NA,NA,NA,NA,"NC",623.177735861775,89,40625,49924,11.2,72.5,16.4,0.3348
"151","EVERETTS","2","149","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",302.420036279208,49,36406,49280,22.8,63.9,13.2,0.4689
"152","FAIR BLUFF","2","703","No","No","No","Yes","Yes","333",NA,NA,"None","Curbside","None","None","Yes",NA,"No",424.32,NA,NA,NA,NA,"NC",299.533637217592,277,22434,35765,19.6,64.5,15.9,0.5065
"153","FAIRMONT","2","2179","No","No","No","No","Yes","1030","100","1030","Dropoff","Curbside","None","Curbside","Yes",NA,"No",937,208,NA,NA,1570,"NC",795.144707888701,1013,30022,44188,15.5,68.6,15.7,0.4776
"154","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,1332,76824,121829,6.5,60.8,32.7,0.4945
"155","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,1332,76824,121829,6.5,60.8,32.7,0.547
"156","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,937,58966,104195,6.5,60.8,32.7,0.4945
"157","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,937,58966,104195,6.5,60.8,32.7,0.547
"158","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,1332,76824,121829,10.3,56,33.7,0.4945
"159","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,1332,76824,121829,10.3,56,33.7,0.547
"160","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,937,58966,104195,10.3,56,33.7,0.4945
"161","FAIRVIEW","2","3471","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",115.763138591751,937,58966,104195,10.3,56,33.7,0.547
"162","FAISON","2","777","No","No","No","No","Yes","354","354",NA,"Curbside","Curbside","None","None","No",NA,"No",431.3,67.6,NA,NA,NA,"NC",915.300035432307,338,41429,48244,36.8,46.8,16.4,0.4172
"163","FAITH","2","821","No","No","No","Yes","Yes","406",NA,NA,"None","Curbside","None","None","No",NA,"No",446.63,NA,NA,NA,NA,"NC",783.274747500323,399,103417,109764,6.5,67.1,26.4,0.2926
"164","FALCON","2","324","No","No","No","No","Yes",NA,NA,NA,"None","Curbside","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",230.058830295111,56,60625,70038,5.8,65,29.2,0.3723
"165","FALKLAND","2","47","No","No","No","Yes","No",NA,NA,NA,"Curbside","Curbside","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",206.389650094099,84,78279,66135,3.1,95.7,1.3,0.151
"166","FALLSTON","2","629","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",290.574305890154,324,28333,63315,17.8,59.5,22.7,0.6009
"167","FARMVILLE","2","4456","No","No","No","No","Yes","1967","1967",NA,"Curbside","Curbside","None","Curbside","Yes",NA,"No",1900,190,NA,NA,415,"NC",1390.99989387564,1898,46719,64121,14.5,62.4,23,0.4524
"168","FAYETTEVILLE","2","208530","No","No","No","No","Yes","61570","61570","61570","Curbside","Curbside","None","Curbside","Yes",NA,"No",60441.66,6644.9,18428.7,0,-0.630000000001019,"NC",1406.53187793562,82242,46321,60449,7.9,64.8,27.3,0.4503
"169","FLAT ROCK","2","3492","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",431.053059600932,479,33140,40129,24.9,66.8,8.2,0.4158
"170","FLETCHER","2","8002","Yes","No","No","Yes","No","3024","3024","3024","Curbside","Curbside","None","Curbside","Yes",NA,"No",2168.93,619.83,NA,NA,847.6,"NC",1251.27133226981,3531,62007,72071,5.5,61.8,32.7,0.3202
"171","FONTANA DAM","2","13","No","No","No","Yes","No","105","105",NA,"Curbside","Curbside","None","None","No",NA,"No",NA,2.5,NA,NA,NA,"NC",20.8357516616387,19,65625,60068,0,100,0,0.2888
"172","FOREST CITY","2","7359","No","No","No","Yes","Yes","3180","3180",NA,"Curbside","Curbside","None","Curbside","Yes",NA,"No",3186.28,448.57,1620,0,NA,"NC",858.814805862794,2854,29571,42752,15.2,67.8,17,0.46
"173","FOREST HILLS","2","303","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",611.283046311581,NA,NA,NA,NA,NA,NA,NA
"174","FOUNTAIN","2","385","No","No","No","Yes","Yes","162","162","140","Curbside","Curbside","None","Curbside","Yes",NA,"No",147.46,32.21,NA,NA,60,"NC",418.359758093892,148,22500,45122,29.9,51.4,18.7,0.5618
"175","FOUR OAKS","2","2191","No","No","No","Yes","Yes","1013","105","1013","Curbside","Curbside","None","Curbside","Yes",NA,"No",1065.46,9.99,0,289,0,"NC",918.182274856027,874,52833,60455,17.4,63.7,19,0.4187
"176","FRANKLIN","2","4185","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",854.613941566637,1847,39754,51570,22.5,49.9,27.7,0.4222
"177","FRANKLINTON","2","2468","No","No","No","Yes","Yes","770","770","792","Curbside","Curbside","None","Curbside","Yes",NA,"No",849.32,118.98,NA,NA,80,"NC",1420.54161519434,793,45938,57344,13.3,64.9,21.8,0.4325
"178","FRANKLINVILLE","2","1199","No","No","No","No","No","476",NA,NA,"None","Curbside","None","Curbside","Yes",NA,"No",362,NA,NA,NA,100,"NC",739.644802388689,468,36429,45253,21.8,73.8,4.4,0.3755
"179","FREMONT","2","1193","No","Yes","No","No","Yes",NA,NA,NA,"Curbside","Curbside","None","Curbside","Yes",NA,"No",NA,NA,NA,NA,NA,"NC",879.651964857801,450,41131,47425,17.7,68.6,13.6,0.3957
"180","FUQUAY-VARINA","2","34604","No","No","No","Yes","Yes","12462","12462","12462","Curbside","Curbside","None","Curbside","Yes",NA,"No",11404.61,2098,NA,NA,1650,"NC",1964.32146694248,9940,81914,97198,6.1,47.4,46.4,0.3985
"181","GAMEWELL","2","3696","No","No","No","Yes","No","1706",NA,NA,"None","Curbside","None","None","Yes",NA,"No",1467.01,NA,NA,NA,NA,"NC",455.882062846887,1544,53667,55492,19.2,73.7,7.1,0.358
"182","GARLAND","2","593","No","No","No","Yes","Yes","380","350","380","Curbside","Curbside","None","Curbside","Yes",NA,"No",379.6,35.36,NA,NA,NA,"NC",551.045285328761,357,38125,41403,24,70.6,5.5,0.3605
"183","GARNER","2","31306","Yes","No","No","Yes","No","9968","9744","9968","Curbside","Curbside","None","Curbside","Yes",NA,"No",8869,1896,482,2724,0,"NC",1890.0493817224,11784,67571,85157,6.1,49.9,44.1,0.3916
"184","GARYSBURG","2","892","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",945.457318556836,421,29835,33336,16.3,70.1,13.5,0.362
"185","GASTON","2","996","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",589.121504152375,547,34049,42024,25.9,66.4,7.7,0.3729
"186","GASTONIA","2","80647","Yes","No","No","Yes","Yes","24513","24513","24513","Both","Curbside","Backyard","Curbside","Yes",NA,"No",28852,2914,4253,0,0,"NC",1560.47174082775,29306,50266,70498,14,60.4,25.6,0.4746
"187","GATESVILLE","2","265","No","No","No","Yes","No",NA,NA,NA,"Curbside","Curbside","None","None","Yes",NA,"No",NA,NA,NA,NA,NA,"NC",656.286311038684,108,62500,67756,7.4,74.6,18,0.266
"188","GIBSON","2","447","No","No","No","No","Yes","238",NA,"208","None","Curbside","None","Curbside","Yes",NA,"No",234.78,NA,NA,NA,168,"NC",458.121274031999,262,25769,59690,18.2,71.4,10.4,0.6669
"189","GIBSONVILLE","2","8944","No","No","No","Yes","Yes","3467","3467","3467","Curbside","Curbside","None","Curbside","Yes",NA,"No",2807.71,537.93,NA,NA,360,"NC",2438.278857765,2652,77500,78028,11,52.5,36.5,0.3182
"190","GLEN ALPINE","2","1525","No","No","No","Yes","No","675",NA,NA,"None","Curbside","None","Curbside","Yes",NA,"No",NA,NA,NA,NA,136.5,"NC",710.319424132376,706,39550,66018,13.1,66,21,0.4889
"191","GODWIN","2","128","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",247.70019868588,85,NA,55985,5.7,72.3,22,0.5769
"192","GOLDSBORO","2","34156","Yes","No","No","No","Yes","14965","14965","14965","Curbside","Curbside","None","Curbside","Yes",NA,"No",12433.78,1024.7,8544,0,0,"NC",1194.66748453427,14632,37556,53725,13,66.4,20.4,0.5074
"193","GOLDSTON","2","235","No","No","No","Yes","No","131","131",NA,"Curbside","Curbside","None","None","Yes",NA,"No",292.24,58.24,NA,NA,NA,"NC",298.068048819672,136,40833,61354,30.7,60.4,8.8,0.412
"194","GRAHAM","2","17218","No","No","No","Yes","Yes","5527","5527","5527","Curbside","Curbside","None","Curbside","Yes",NA,"No",4603.53,889.98,378.23,0,809.77,"NC",1730.51710924087,6421,41499,54078,13.9,65.4,20.7,0.4543
"195","GRANDFATHER VILLAGE","2","95","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",61.3370390361378,NA,NA,NA,NA,NA,NA,NA
"196","GRANITE FALLS","2","4957","No","Yes","No","Yes","Yes","2093","2093","2093","Curbside","Curbside","None","Curbside","Yes",NA,"No",2035.38,316.06,397,0,0,"NC",1004.86545692319,1782,67069,70451,12.5,56.4,31.1,0.3719
"197","GRANITE QUARRY","2","2992","No","No","No","No","Yes","1366",NA,NA,"None","Curbside","None",NA,"Yes",NA,"No",1055.87,NA,15,0,NA,"NC",1029.98771683257,1030,47529,61353,8.2,72.5,19.4,0.3971
"198","GRANTSBORO","2","691","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",179.294620136613,252,56111,63790,13.3,76.3,10.5,0.3576
"199","GREEN LEVEL","2","3163","No","No","No","Yes","No","895","895","895","Curbside","Curbside","None","Curbside","Yes",NA,"No",686.3,165.5,NA,NA,23.5,"NC",2107.19632256943,881,33938,44038,25.1,69,5.8,0.4198
"200","GREENEVERS","2","562","No","No","No","No","No",NA,NA,NA,"None","None","None","None","No",NA,"No",NA,NA,NA,NA,NA,"NC",354.021011077004,349,27234,35797,23.4,67.1,9.4,0.3748
