"","State","GovUnit","Type","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","FoodWaste","Households","HHServedTrash","HHServedRecycling","HHServedYard","TrashServiceType","RecyclingServiceType","YardWasteServiceType","FoodService","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","EnforceRecycling","RecyclingEnforcePersonnel","Private Hauler regulations that require recycling","SwapShop","PropertyTax","AnnualFee","TransferStationAccessFee","Per-VisitFee","PAYT/SMART","TipFee","CurbsideFee","DropoffFee","PerHouseCharge","Population","PopulationDensity","MedIncome","AvgIncome","Gini","PctLessHS","PctHS","PctBachelororMore"
"286","MA","Upton","Municipality",1512.48,962.91,NA,NA,0,0,3100,2384,2384,NA,-1,-1,-1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,368.9023,126442,160548.056665456,0.4291,1.33547008547009,39.3340455840456,59.3304843304843
"287","MA","Uxbridge","Municipality",NA,NA,NA,NA,NA,NA,5500,0,0,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,476.5705,109718,117986.046079524,0.3497,4.96616242038217,58.0414012738853,36.9924363057325
"289","MA","Wakefield","Municipality",7742.86,2150.15,NA,NA,2000,NA,8925,7242,7242,NA,-1,-1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,3657.98,103696,133125.657526581,0.4273,4.36692119578779,42.0222588211808,53.6108199830314
"290","MA","Walpole","Municipality",8298.16,1764.17,NA,NA,NA,NA,8510,7432,7432,NA,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,1243.108,126489,153456.487323621,0.3975,5.30096749898615,39.6500782109959,55.048954290018
"291","MA","Waltham","Municipality",19036.51,4685.45,NA,NA,NA,NA,23000,19170,19170,NA,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,4912.127,95851,115112.192875978,0.4198,8.64117207643558,38.8587676811489,52.5000602424155
"292","MA","Wareham","Municipality",0,75.3,NA,NA,NA,NA,12380,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,633.5908,66695,84709.0566037736,0.4117,8.40374255741423,66.6288630564219,24.9673943861639
"293","RI","Warren","Municipality",4240,2481,NA,NA,NA,NA,NA,4995,4995,NA,0,0,NA,0,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,1701.131,64034,81844.4688060594,0.4493,9.94611059044049,55.1780693533271,34.8758200562324
"294","MA","Warwick","Municipality",109.63,74.26,NA,NA,NA,NA,362,300,300,NA,1,1,NA,0,0,0,1,1,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,19.89351,68839,82869.592476489,0.393,5.9504132231405,62.9752066115702,31.0743801652893
"295","RI","Warwick","Municipality",28111,26667,NA,NA,NA,NA,NA,31716,31716,NA,-1,-1,NA,NA,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,2315.457,73285,91654.0899478359,0.4422,7.84374744083204,59.6871673081648,32.4690852510032
"297","MA","Watertown","Municipality",9388.52,2982.37,NA,NA,1067,NA,13652,10000,10500,NA,-1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,8940.324,100434,127209.719985132,0.4343,4.20091324200913,29.8243765367053,65.9747102212856
"299","MA","Wayland","Municipality",733.39,803.19,NA,NA,1080,NA,5885,1845,1845,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,NA,NA,NA,NA,918.8151,192632,238767.176870748,0.4291,1.91413431383151,20.6120904076998,77.4737752784687
"300","MA","Wendell","Municipality",211.5,96.21,NA,NA,NA,3.5,376,352,352,NA,1,1,NA,1,0,0,1,1,0,0,1,1,0,1,0,1,1,NA,NA,NA,NA,27.2191,63646,70201.8087855297,0.4281,4.98614958448753,48.3379501385042,46.6759002770083
"301","MA","Wenham","Municipality",923.3,660.26,NA,NA,NA,208.2,1419,1345,1345,NA,-1,-1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,680.0023,142734,178589.052167524,0.4885,1.03289977046672,29.9158377964805,69.0512624330528
"302","MA","West Boylston","Municipality",1486.85,729.09,NA,NA,NA,NA,2903,2488,2488,NA,-1,-1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,NA,NA,NA,NA,618.2401,90313,112516.257088847,0.4257,10.847510535352,53.7224910254409,35.4299984392071
"303","MA","West Bridgewater","Municipality",2437.37,583.19,NA,NA,NA,NA,3226,1820,1820,NA,1,1,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,473.33,105377,115034.358769477,0.3676,3.01134141572155,58.7993742667188,38.1892843175596
"304","RI","West Greenwich","Municipality",1384,679,NA,NA,NA,NA,NA,1000,1000,NA,0,0,NA,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,125.1956,120484,118650.255102041,0.3345,7.84020508438368,52.7451399273659,39.4146549882504
"305","MA","West Springfield","Municipality",7400.46,2150.07,NA,NA,NA,NA,12500,8860,8860,NA,-1,-1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,1705.098,54516,79945.5410417675,0.4663,10.8485659087532,56.7741615891415,32.3772725021053
"306","RI","West Warwick","Municipality",10318,4456,NA,NA,NA,NA,NA,10000,10000,NA,-1,0,NA,0,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,3694.748,61305,74579.0547798067,0.4116,9.29043755569104,66.5619284340853,24.1476340102237
"307","MA","Westborough","Municipality",5191,1463.91,NA,NA,NA,3.79,5514,4137,5000,NA,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,NA,NA,NA,NA,925.5608,119299,153218.560551645,0.445,3.86164956290384,28.361839604713,67.7765108323831
"308","RI","Westerly","Municipality",15585,8070,NA,NA,NA,NA,NA,9600,9600,NA,0,0,NA,NA,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,NA,763.5527,76835,95736.1734939759,0.4341,7.02875399361022,55.82340981702,37.1478361893697
"309","MA","Westfield","Municipality",11328.13,3482.66,NA,NA,0,0,16143,16143,16143,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,NA,NA,NA,NA,892.8336,74456,93280.694085701,0.4182,10.6151813243283,57.1501982087799,32.2346204668918
"310","MA","Westford","Municipality",8212,2547.25,NA,NA,NA,NA,8018,8018,8018,NA,-1,-1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,812.2551,149437,165287.979868914,0.376,1.91559043440648,28.7029598961874,69.3814496694062
"311","MA","Westhampton","Municipality",275.24,149.95,NA,NA,NA,NA,692,387,387,NA,1,1,NA,0,0,0,1,1,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,62.95757,87708,106910.164424514,0.3574,3.50877192982456,52.07336523126,44.4178628389155
"312","MA","Westminster","Municipality",NA,1013.91,NA,NA,NA,NA,2987,0,2987,NA,NA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,NA,222.1796,98555,118071.568307793,0.3863,3.50995612554843,54.7924400944988,41.6976037799528
"313","MA","Weston","Municipality",1455.9,983.97,NA,NA,691.14,3.27,3600,1675,1675,NA,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,719.5533,206250,308879.544235925,0.5585,1.15644490644491,14.4490644490644,84.3944906444906
"314","MA","Weymouth","Municipality",17175.31,5665,NA,NA,5326,NA,20562,17612,17612,NA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,3412.662,85536,101989.291571007,0.3965,5.55359537082775,54.4139439700797,40.0324606590925
"315","MA","Whately","Municipality",161.2,100.79,NA,NA,NA,42,602,460,460,NA,1,1,NA,1,0,0,1,1,0,0,1,1,0,0,0,1,1,NA,NA,NA,NA,73.82749,85000,140433.650793651,0.5049,5.56030795551754,51.497005988024,42.9426860564585
"316","MA","Whitman","Municipality",3755.09,1447.85,NA,NA,1200,NA,5238,4639,4639,0,-1,-1,NA,0,1,1,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,2182.657,88932,99819.8892065761,0.384,5.02912621359223,67.2038834951456,27.7669902912621
"317","MA","Williamsburg","Municipality",571.35,266.7,NA,NA,NA,NA,1137,866,866,NA,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,103.3052,83750,103312.020033389,0.4223,2.25702441271304,41.0870566559189,56.655918931368
"318","MA","Williamstown","Municipality",434.27,150086.28,NA,NA,10.8,NA,2252,1133,1133,NA,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,NA,NA,NA,NA,160.9572,91528,108887.311178248,0.4185,3.76440460947503,29.9615877080666,66.2740076824584
"319","MA","Wilmington","Municipality",7385,2725.1,NA,NA,826,NA,7378,7378,7378,NA,-1,-1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,1378.034,133873,150412.978939356,0.3722,4.47452528670803,47.1955881431347,48.3298865701573
"320","MA","Winchester","Municipality",5867,2548.9,NA,NA,140.4,17,7869,5082,5082,NA,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,NA,NA,NA,NA,3773.401,173058,237695.337879727,0.4757,2.1459509121932,22.509515684473,75.3445334033338
"322","MA","Windsor","Municipality",172.69,76.71,NA,NA,NA,NA,400,392,392,NA,1,1,NA,0,0,0,1,1,0,0,1,1,0,1,0,1,1,NA,NA,NA,NA,26.80852,86840,126064.675324675,0.464,2.21565731166913,53.3234859675037,44.4608567208272
"323","MA","Woburn","Municipality",14341.73,2238.7,NA,NA,NA,NA,12076,11378,11378,NA,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,3185.574,92084,114821.50179234,0.407,5.32554485208718,47.5712236113958,47.1032315365171
"325","RI","Woonsocket","Municipality",9800,4680,NA,NA,NA,NA,NA,10421,10421,NA,-1,0,NA,0,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,5372.492,44310,60734.2052679382,0.454,18.3210300429185,63.8832618025751,17.7957081545064
"326","MA","Worcester","Municipality",25321,11381.86,NA,NA,5322.51,NA,67000,53000,67000,NA,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,NA,NA,NA,NA,4956.593,51647,71032.3036699913,0.4819,14.2408609948248,54.5958730263375,31.1632659788377
"327","MA","Worthington","Municipality",274.82,122.97,NA,NA,NA,NA,532,383,383,NA,1,1,NA,0,0,0,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,37.55169,81458,94874.7841105354,0.3854,5.2093973442288,58.120531154239,36.6700715015322
"328","MA","Wrentham","Municipality",3133.05,1475.8,NA,NA,81,NA,4300,4081,4081,NA,-1,-1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,549.6071,136563,155110.955710956,0.4064,2.97842401500938,42.7415572232645,54.2800187617261
"330","FL","Baker","County",24044,16301,NA,NA,NA,NA,10777,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,28532,49.00465,62299,75055.980969642,0.3963,15.0754288076049,70.5672659640422,14.357305228353
"331","FL","Bradford","County",21861,9344,NA,NA,NA,NA,7545,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,28725,94.3076,43580,57647.4243399871,0.452,21.0609425117197,68.660251665433,10.2788058228473
"332","FL","Brevard","County",730023,1076381,NA,NA,NA,NA,286521,211178,211178,211178,0,0,0,0,1,1,0,0,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,606671,585.2394,59359,80759.4894175971,0.4534,7.81505072377052,61.2722375132369,30.9127117629925
"333","FL","Clay","County",205565,49512,NA,NA,NA,NA,79093,72883,72883,0,0,0,NA,0,0,1,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,219575,356.0867,68657,86630.2375265393,0.4123,7.92324629537073,65.9241648543138,26.1525888503154
"334","FL","Collier","County",500649,1169920,NA,NA,NA,NA,231202,231202,231202,231202,-1,0,-1,0,1,1,1,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,387450,189.9622,70217,114375.109645418,0.5329,11.7783954560365,52.3422474664641,35.8793570774994
"335","FL","Columbia","County",66535,39643,NA,NA,NA,NA,32634,0,0,0,-1,1,NA,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,70617,88.8946,44818,65402.8010315414,0.4754,15.0159874544307,70.0841123398709,14.8999002056985
"336","FL","Glades","County",38300,65,NA,NA,NA,NA,5395,68,68,68,0,1,0,0,0,0,0,1,NA,NA,NA,0,1,1,1,0,0,NA,NA,NA,13609,17.07564,39709,55573.5953899979,0.4308,28.0804456614106,60.4569917854782,11.4625625531111
"337","FL","Hendry","County",49495,7640,NA,NA,NA,NA,11397,11397,11397,11397,-1,0,-1,0,0,1,0,0,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,40953,35.87699,36978,56452.7566392297,0.4763,30.9196696696697,60.8596096096096,8.22072072072072
"338","FL","Hillsborough","County",1548656,1497968,NA,NA,NA,NA,847631,324546,324546,324546,0,0,0,0,1,1,0,0,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,1478759,1420.269,60566,86345.787794095,0.4822,11.1125690898273,54.4243532751433,34.4630776350294
"339","FL","Indian River","County",223689,248061,NA,NA,NA,NA,71911,62662,62662,62662,-1,-1,-1,0,1,1,0,1,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,158834,312.1734,57945,89885.9823816007,0.5172,9.90707483441526,59.4852868487824,30.6076383168023
"340","FL","Lafayette","County",3766,207,NA,NA,NA,NA,2279,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,8690,15.78372,51734,58203.7149028078,0.3888,26.8413247652002,63.8820233975943,9.27665183720547
"341","FL","Okaloosa","County",364196,45251,NA,NA,NA,NA,72806,26500,26500,26500,0,0,0,0,1,1,0,0,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,203951,222.9964,64373,85982.5935508298,0.4414,7.44161582158637,60.3836173644716,32.1747668139421
"342","FL","Palm Beach","County",1816359,1494730,NA,NA,NA,NA,692251,346126,346126,346126,0,0,0,0,1,1,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,1466494,754.4968,65015,101670.311422601,0.5212,11.2250215286094,51.6622292151271,37.1127492562635
"343","FL","Sarasota","County",849948,767853,NA,NA,NA,NA,244750,151064,151064,151064,0,0,0,0,1,1,0,1,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,438816,769.3602,64644,96981.6612763439,0.4953,6.76426209509133,56.830366654117,36.4053712507917
"344","FL","St. Johns","County",375812,149529,NA,NA,NA,NA,107606,92894,92894,92894,0,0,-1,0,NA,1,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,261900,425.2267,83803,116070.8338356,0.4591,5.22099630021142,50.3017089499648,44.4772947498238
"345","FL","Union","County",10033,569,NA,NA,NA,NA,3500,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,1,NA,NA,NA,15410,62.74558,55139,74345.9830339321,0.4708,23.674225712521,65.7813465101915,10.5444277772876
"346","FL","Volusia","County",749178,724691,NA,NA,NA,NA,215560,149308,149308,149308,-1,0,-1,0,1,1,0,0,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,551588,495.8695,52407,70531.070485421,0.455,9.20612689739518,66.3518724910986,24.4420006115062
"347","NC","ABERDEEN","Municipality",3032.32,443.19,0,1608.52,0,NA,3136,3739,3739,3739,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,8551,842.690114337409,58770,68054,0.3791,5.6,58.4,36.1
"348","NC","AHOSKIE","Municipality",1962.56,148.22,NA,NA,1560,NA,1906,1864,1864,1864,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4844,1100.65601278101,35972,46769,0.4587,21.5,61.1,17.5
"349","NC","ALAMANCE","Municipality",369.17,82.95,23,0,0,NA,NA,390,390,390,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,991,1246.33904152781,NA,NA,NA,NA,NA,NA
"350","NC","ALBEMARLE","Municipality",6969.61,927.49,5217.69,0,-2833.46,NA,6258,6238,6238,6238,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,16437,941.414688924061,44294,58926,0.4707,15.5,67.3,17.1
"351","NC","ALLIANCE","Municipality",247.71,NA,NA,NA,NA,NA,440,809,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,732,350.882920362048,32500,43882,0.4676,21.7,72.2,6.2
"352","NC","ANDREWS","Municipality",1081.98,NA,NA,NA,NA,NA,789,743,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1663,966.14683650748,29612,44230,0.4403,21.1,69.9,9
"353","NC","ANGIER","Municipality",2734,324,NA,NA,522,NA,2104,3200,3200,3200,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,5288,1652.90803421932,45132,58410,0.4379,17.4,57,25.6
"354","NC","ANSONVILLE","Municipality",NA,NA,NA,NA,NA,NA,253,360,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,439,298.346500956489,43958,57596,0.4511,23.3,71.6,5.1
"355","NC","APEX","Municipality",14692.7884,4204.91,7299.37,0,0,NA,19228,21169,21504,21073,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,59368,2700.25615033198,112549,133070,0.3823,2.5,35.2,62.3
"356","NC","ARAPAHOE","Municipality",NA,NA,NA,NA,NA,NA,200,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,415,191.13813931133,67500,82776,0.4864,13.8,77.9,8.3
"357","NC","ARCHDALE","Municipality",3459,731,NA,NA,405.4,NA,4704,4689,4122,3048,-1,-1,-1,1,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,11923,1349.73265956792,56658,70164,0.3746,10.9,70.1,19.1
"358","NC","ARCHER LODGE","Municipality",NA,NA,NA,NA,NA,NA,2068,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,4836,533.350234281516,70000,135342,0.5793,14.1,60.1,25.8
"359","NC","ASHEBORO","Municipality",13502,318,2069,0,NA,NA,10741,8000,8000,NA,-1,0,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,27191,1439.22697718187,37171,48414,0.4323,21.5,60.6,18
"360","NC","ASHEVILLE","Municipality",24198,9502.76,6898,0,0,NA,39895,30000,29687,30000,-1,-1,-1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,94855,2086.07752753853,53621,75787,0.4772,7.4,42.7,50
"361","NC","ASKEWVILLE","Municipality",77.48,NA,NA,NA,NA,NA,89,100,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,183,309.170814240892,36250,55618,0.4702,9,84.2,6.9
"362","NC","ATKINSON","Municipality",NA,NA,NA,NA,NA,NA,114,172,170,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,297,300.055612434131,34167,49417,0.4041,16.5,74.4,9.1
"363","NC","ATLANTIC BEACH","Municipality",1945.6,295.19,119,0,0,NA,990,3047,3075,3047,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1362,582.282268538707,59348,81697,0.4809,2.9,59.4,37.7
"364","NC","AULANDER","Municipality",61.77,NA,NA,NA,80,NA,392,372,0,372,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,760,514.506963108448,42071,53812,0.4029,26.4,67.9,5.7
"365","NC","AURORA","Municipality",264,NA,NA,NA,120,NA,320,258,0,258,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,454,489.127872869348,38026,48993,0.4482,12.3,82.2,5.5
"366","NC","AUTRYVILLE","Municipality",96.01,NA,NA,NA,NA,NA,80,130,0,0,-1,NA,NA,0,0,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,166,317.716681724519,36000,57971,0.3957,26.6,60.7,12.7
"367","NC","AYDEN","Municipality",2247.58,139.85,NA,NA,NA,NA,2041,2002,2002,NA,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4972,1303.61569531675,53317,52629,0.4034,12.3,70.9,16.8
"368","NC","BADIN","Municipality",52.55,NA,NA,NA,NA,NA,447,650,NA,650,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,2024,1116.46049356139,32031,39978,0.4234,21.2,72.9,5.9
"369","NC","BAILEY","Municipality",NA,NA,NA,NA,NA,NA,215,NA,NA,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,568,809.191869678103,39018,54692,0.3606,14.4,66.9,18.6
"370","NC","BAKERSVILLE","Municipality",113.1,12.75,NA,NA,0,NA,304,70,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,450,592.022541982744,53750,77581,0.5303,17.9,70.2,11.9
"371","NC","BALD HEAD ISLAND","Municipality",690,210.1,NA,NA,1300,NA,NA,1200,1200,1200,0,1,-1,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,270,68.976758166356,NA,NA,NA,NA,NA,NA
"372","NC","BANNER ELK","Municipality",44.95,42.05,NA,NA,NA,NA,352,136,43,0,-1,0,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1046,544.803408103453,53750,123028,0.5887,1.8,44.8,53.5
"373","NC","BATH","Municipality",113,NA,0,41.3,0,NA,122,266,0,266,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,244,683.281812239576,52500,89764,0.53,3.9,54.6,41.5
"374","NC","BAYBORO","Municipality",162.36,NA,NA,NA,NA,NA,266,189,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1160,626.112845031149,35323,39404,0.4016,17,78.1,4.9
"375","NC","BEAR GRASS","Municipality",NA,NA,NA,NA,NA,NA,33,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,89,350.963997236094,48875,58212,0.3113,11.7,76.7,11.6
"376","NC","BEAUFORT","Municipality",2140.04,459.22,NA,NA,17109.95,NA,2160,2532,2532,2532,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4457,879.764872820549,36466,51628,0.4987,9.5,64,26.6
"377","NC","BEECH MOUNTAIN","Municipality",1584.51,119.72,NA,NA,20.8,NA,350,2152,2152,NA,-1,1,-1,0,0,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,673,103.847344604167,72917,96651,0.4251,3.2,51.9,44.8
"378","NC","BELHAVEN","Municipality",1717,16,367,0,0,NA,608,818,NA,818,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1406,884.018290329948,29333,50107,0.5514,21.1,66.9,12
"379","NC","BELMONT","Municipality",5259.99,921.82,0,654.45,0,NA,4515,6028,6022,6028,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,15052,1237.89051599359,73968,112623,0.5338,9.2,48.7,42.1
"380","NC","BELVILLE","Municipality",NA,NA,NA,NA,NA,NA,1047,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,2421,1420.41474061738,66750,71109,0.3239,9.6,59.7,30.6
"381","NC","BELWOOD","Municipality",NA,NA,NA,NA,NA,NA,365,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,859,69.8470625065246,42119,57859,0.3721,11.1,79.3,9.5
"382","NC","BENSON","Municipality",1189.76,287.56,NA,NA,305.76,NA,1433,1714,1200,1714,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3998,1425.37132254782,45268,55560,0.4969,17.5,56.3,26.2
"383","NC","BERMUDA RUN","Municipality",1590.7,NA,NA,NA,NA,NA,1430,1535,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3128,1253.56470351324,71082,87052,0.3781,1.1,54.5,44.4
"384","NC","BESSEMER CITY","Municipality",2634.34,NA,704,0,0,NA,1882,2231,0,2231,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,5444,1041.86497820773,39055,51762,0.4128,24.7,66.5,9
"385","NC","BETHANIA","Municipality",150.15,52,NA,NA,NA,NA,155,179,179,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,345,508.467323222647,70656,115066,0.4958,9.8,64.8,25.3
"386","NC","BETHEL","Municipality",NA,NA,NA,NA,NA,NA,842,654,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1371,1302.78797709613,42500,53834,0.4537,18.7,61.7,19.6
"387","NC","BEULAVILLE","Municipality",1131.94,31.06,64.25,0,0,NA,785,675,675,675,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1106,716.14818390618,32358,50773,0.5096,17.8,62.2,20.1
"388","NC","BILTMORE FOREST","Municipality",404.97,222.03,NA,NA,2010,NA,588,689,689,689,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1413,485.547451550297,164000,316620,0.5615,0.4,15.3,84.3
"389","NC","BISCOE","Municipality",1124.06,NA,0,53.59,0,NA,826,908,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1847,685.653633730843,44792,50895,0.3465,27.7,55.4,17
"390","NC","BLACK CREEK","Municipality",492.88,46.13,36,0,0,NA,317,416,416,343,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,691,974.200746194797,49219,56631,0.3887,15,78,7.1
"391","NC","BLACK MOUNTAIN","Municipality",2620.66,646.94,65.89,0,0,NA,4084,4612,4612,4612,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,8450,1258.99767275408,55975,70082,0.4416,7.2,35.7,57.1
